ensg,symbol,chr,start,end,strand,gene_biotype,hgnc_symbol,entrezID,mim,uniprot,alias,TSS_distance,weighted_TSS_distance,distance,weighted_distance,VEP_sum,VEP_max,CADD_sum,CADD_max,CLPP_eQTLgen_sum,CLPP_eQTLgen_max,CLPP_GTEX_eQTL_sum,CLPP_GTEX_eQTL_max,CLPP_GTEX_tissue_weighted_eQTL_sum,CLPP_GTEX_tissue_weighted_eQTL_max,max_CLPP_eQTL_eQTLCatalog_sum,max_CLPP_eQTL_eQTLCatalog_max,mean_CLPP_eQTL_eQTLCatalog_sum,mean_CLPP_eQTL_eQTLCatalog_max,max_CLPP_rQTL_eQTLCatalog_sum,max_CLPP_rQTL_eQTLCatalog_max,mean_CLPP_rQTL_eQTLCatalog_sum,mean_CLPP_rQTL_eQTLCatalog_max,HACER_CAGE_sum,HACER_CAGE_max,HACER_PRO-seq_GRO-seq_sum,HACER_PRO-seq_GRO-seq_max,cicero_sum,cicero_max,Jung_HiC_sum,Jung_HiC_max,Javierre_HiC_sum,Javierre_HiC_max,ABC_EP_sum,ABC_EP_max,ABC_CRISPR_sum,ABC_CRISPR_max,F5_ep_sum,F5_ep_max,GeneHancer_max,GeneHancer_sum,RoadmapEpi_sum,RoadmapEpi_max,EpiMap_sum,EpiMap_max,Promoter_sum,Promoter_max,MAGMA_Z,PoPS_Score,TP,rel_TSS_distance,rel_weighted_TSS_distance,rel_distance,rel_weighted_distance,rel_VEP_sum,rel_VEP_max,rel_CADD_sum,rel_CADD_max,rel_CLPP_eQTLgen_sum,rel_CLPP_eQTLgen_max,rel_CLPP_GTEX_eQTL_sum,rel_CLPP_GTEX_eQTL_max,rel_CLPP_GTEX_tissue_weighted_eQTL_sum,rel_CLPP_GTEX_tissue_weighted_eQTL_max,rel_max_CLPP_eQTL_eQTLCatalog_sum,rel_max_CLPP_eQTL_eQTLCatalog_max,rel_mean_CLPP_eQTL_eQTLCatalog_sum,rel_mean_CLPP_eQTL_eQTLCatalog_max,rel_max_CLPP_rQTL_eQTLCatalog_sum,rel_max_CLPP_rQTL_eQTLCatalog_max,rel_mean_CLPP_rQTL_eQTLCatalog_sum,rel_mean_CLPP_rQTL_eQTLCatalog_max,rel_HACER_CAGE_sum,rel_HACER_CAGE_max,rel_HACER_PRO-seq_GRO-seq_sum,rel_HACER_PRO-seq_GRO-seq_max,rel_cicero_sum,rel_cicero_max,rel_Jung_HiC_sum,rel_Jung_HiC_max,rel_Javierre_HiC_sum,rel_Javierre_HiC_max,rel_ABC_EP_sum,rel_ABC_EP_max,rel_ABC_CRISPR_sum,rel_ABC_CRISPR_max,rel_F5_ep_sum,rel_F5_ep_max,rel_GeneHancer_max,rel_GeneHancer_sum,rel_RoadmapEpi_sum,rel_RoadmapEpi_max,rel_EpiMap_sum,rel_EpiMap_max,rel_Promoter_sum,rel_Promoter_max,rel_MAGMA_Z,rel_PoPS_Score,genes_in_locus,credset_size,genes_within_50kb,genes_within_100kb,genes_within_250kb,Highest_PIP,filename,locus
ENSG00000138621,PPCDC,15,75315896,75409803,1,protein_coding,PPCDC,60490.0,609854.0,Q96CD2,|COAC|FLJ14585|MDS018|PPCDC|,381923.0,381923.0,288016.0,288016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.2691,0.6101459321811812,0,0.5538682762847181,0.5538682762847181,0.6217496630136576,0.6217496630136576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7237641136946131,0.3632538256806548,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000260152,RP11-69H7.4,15,75406602,75407209,1,pseudogene,,0.0,0.0,,|RP11-69H7.4|,379329.0,379329.0,378722.0,378722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5569792557395412,0.5569792557395412,0.498372536191177,0.498372536191177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000252722,SCARNA20,15,75413877,75414007,-1,snoRNA,,0.0,0.0,,|SCARNA20|,386127.0,386127.0,385997.0,385997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5488264267750512,0.5488264267750512,0.4884771753811584,0.4884771753811584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000240366,RPL36AP45,15,75478992,75479309,-1,pseudogene,RPL36AP45,0.0,0.0,,|RPL36AP45|,451429.0,451429.0,451112.0,451112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4705098576313141,0.4705098576313141,0.3999085954300435,0.3999085954300435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000167173,C15orf39,15,75487984,75504510,1,protein_coding,C15orf39,56905.0,0.0,Q6ZRI6,|DKFZP434H132|FLJ46337|C15orf39|,476630.0,476630.0,460104.0,460104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.5789042081163029,0,0.4402863444312388,0.4402863444312388,0.3876777934501552,0.3876777934501552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4675702509870927,0.3487218237122864,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000261779,RP11-69H7.3,15,75503642,75504508,-1,antisense,,0.0,0.0,,|RP11-69H7.3|,476628.0,476628.0,475762.0,475762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4402887430275802,0.4402887430275802,0.3663799845754788,0.3663799845754788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000264950,AC113208.1,15,75518212,75518312,1,miRNA,,0.0,0.0,,|AC113208.1|,490432.0,490432.0,490332.0,490332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4237336310790925,0.4237336310790925,0.3465620592143831,0.3465620592143831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000260660,RP11-69H7.2,15,75519094,75526292,-1,antisense,,0.0,0.0,,|RP11-69H7.2|,498412.0,498412.0,491214.0,491214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4141632316768227,0.4141632316768227,0.3453623742337046,0.3453623742337046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000260104,RP11-817O13.1,15,75541573,75541748,-1,pseudogene,,0.0,0.0,,|RP11-817O13.1|,513868.0,513868.0,513693.0,513693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3956268791503212,0.3956268791503212,0.3147867294710368,0.3147867294710368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000261205,NIFKP4,15,75544084,75545275,-1,pseudogene,NIFKP4,0.0,0.0,,|MKI67IPP4|NIFKP4|,517395.0,517395.0,516204.0,516204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3913969545022253,0.3913969545022253,0.3113712997811459,0.3113712997811459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000167195,GOLGA6C,15,75550940,75562540,1,protein_coding,GOLGA6C,653641.0,0.0,A6NDK9,|GOLGA6C|,534660.0,534660.0,523060.0,523060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6704,-0.0976280722635982,0,0.3706910715849085,0.3706910715849085,0.3020458573463022,0.3020458573463022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423745641783463,0.034034695379383,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000242542,RN7SL489P,15,75560749,75561024,1,misc_RNA,RN7SL489P,0.0,0.0,,|RN7SL489P|,533144.0,533144.0,532869.0,532869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3725092076117056,0.3725092076117056,0.2887037825441755,0.2887037825441755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000140478,GOLGA6D,15,75575176,75586816,1,protein_coding,GOLGA6D,653643.0,0.0,P0CG33,|GOLGA6D|,558936.0,558936.0,547296.0,547296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5322,-0.0784179540352518,0,0.3415769091927404,0.3415769091927404,0.2690803639316478,0.2690803639316478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768916391512157,0.0429702290050945,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000244438,RN7SL327P,15,75585025,75585300,1,misc_RNA,RN7SL327P,0.0,0.0,,|RN7SL327P|,557420.0,557420.0,557145.0,557145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3433950452195375,0.3433950452195375,0.2556838816474041,0.2556838816474041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000260357,DNM1P34,15,75592294,75595306,-1,pseudogene,DNM1P34,0.0,0.0,,|DNM1DN8-1|DNM1DN8-5|DNM1DN8@|DNM1P34|,567426.0,567426.0,564414.0,564414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3313948677234082,0.3313948677234082,0.2457966819597031,0.2457966819597031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000259790,ANP32BP1,15,75613738,75615034,-1,pseudogene,ANP32BP1,0.0,0.0,,|ANP32BP1|,587154.0,587154.0,585858.0,585858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3077351134116315,0.3077351134116315,0.2166288307968111,0.2166288307968111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000140365,COMMD4,15,75628232,75634268,1,protein_coding,COMMD4,54939.0,0.0,Q9H0A8,|FLJ20452|COMMD4|,606388.0,606388.0,600352.0,600352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00180894,0.00180894,0.0003014899999999,0.0003014899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9347,0.2705735588405499,0,0.2846678123961857,0.2846678123961857,0.1969142796517377,0.1969142796517377,0.0,0.0,0.0,0.0,0.0,0.0,0.1415689711843979,0.1415689711843979,0.0265441820970746,0.0265441820970746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160567087672308,0.2053026707590508,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000140398,NEIL1,15,75639296,75647592,1,protein_coding,NEIL1,693216.0,608844.0,Q96FI4,|FPG1|hFPG1|NEI1|hsa-mir-631|MIRN631|FLJ22402|NEIL1|,619712.0,619712.0,611416.0,611416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127778,0.0127778,0.0113580444444444,0.0113580444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6366,0.6933032952121473,0,0.268688363569639,0.268688363569639,0.1818651700981919,0.1818651700981919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766191784617516,0.4019342442369677,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000207636,MIR631,15,75645952,75646026,-1,miRNA,MIR631,693216.0,0.0,,|hsa-mir-631|MIRN631|MIR631|,618146.0,618146.0,618072.0,618072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2705664645049717,0.2705664645049717,0.1728117650739329,0.1728117650739329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000260591,RP11-817O13.6,15,75647551,75648087,-1,lincRNA,,0.0,0.0,,|RP11-817O13.6|,620207.0,620207.0,619671.0,619671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2680947109751374,0.2680947109751374,0.1706368259763082,0.1706368259763082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000140400,MAN2C1,15,75648133,75660971,-1,protein_coding,MAN2C1,4123.0,154580.0,Q9NTJ4,|MAN6A8|MAMANA1|MAN2C1|,633091.0,633091.0,620253.0,620253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5881,0.2526297466964026,0,0.2526429533437033,0.2526429533437033,0.1698451971115067,0.1698451971115067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7605924865501397,0.196956155923401,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000260274,RP11-817O13.8,15,75660496,75661925,1,lincRNA,,0.0,0.0,,|RP11-817O13.8|,634045.0,634045.0,632616.0,632616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2514988228888454,0.2514988228888454,0.1530292045762133,0.1530292045762133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794461245103877,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
ENSG00000169375,SIN3A,15,75661720,75748183,-1,protein_coding,SIN3A,25942.0,607776.0,Q96ST3,|DKFZP434K2235|KIAA0700|SIN3A|,720303.0,720303.0,633840.0,633840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4163,0.6272378277149058,0,0.1480497612796991,0.1480497612796991,0.1513643356234349,0.1513643356234349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407582719527119,0.3712040738495277,72,1,4,9,24,1.0,NEALE2_1498/finemap_b38/annotated_credset_3.txt,5
